12.93268545,95.18169537
26.15025766,158.3855467
36.57260475,236.7704508
49.74816992,327.4933072
62.53287658,425.2780945
72.33160002,489.9101469
86.44379143,580.7169482
98.04588691,659.539824
112.6021769,785.3039621
121.9325447,891.6934511
135.441409,978.3941398
147.4573167,1064.299737
161.2564225,1141.876607
172.969239,1247.483139
186.6604232,1313.009509
198.3066621,1405.729267
207.9488836,1549.680996
223.3127609,1654.223806
235.9574373,1741.784438
248.5840033,1838.960382
258.5848959,1919.503576
269.3752222,2029.809752
283.1785148,2120.278998
296.3314471,2217.29838
309.8638029,2305.73694
320.8750719,2382.260645
333.3235421,2489.198736
343.6742305,2575.4711
356.8730173,2674.858248
371.6475235,2759.264662
383.0710368,2838.582585
392.6529041,2951.988253
406.8430949,3032.577929
420.066311,3113.407753
430.0539537,3227.479238
442.0796153,3298.785043
457.2314987,3395.314427
470.5337013,3489.135746
479.4643965,3585.57065
493.3458342,3681.748998
506.7974809,3981.33507
517.1678788,4058.610864
531.645122,4167.653748
543.7732214,4257.532238
554.7397954,4366.631694
566.0989586,4451.369926
580.0690878,4556.731671
591.0031444,4630.915197
604.042906,4733.729382
618.0858148,4834.719826
629.7133606,4941.146562
642.8967234,5026.283322
651.7242775,5127.527234
667.3217567,5234.997393
677.1852042,5308.788094
692.0899133,5436.683273
700.9728233,5513.90096
716.4215314,5611.458683
727.974456,5700.656354
739.7389093,5798.056148
753.4531582,5907.153972
766.2026907,5987.053573
778.1515326,6094.448945
789.9580886,6192.06083
801.8887313,6288.47173
813.1367547,6389.838547
826.2466449,6494.696684
838.454898,6571.252419
849.058018,6685.234277
863.7247462,6779.32072
876.1619815,6865.269735
889.6751486,6970.606521
